Date,key_0,Close,High,Low,Open,Volume,finbert_sentiment
2022-08-25,2022-08-25,17.88423157,17.91817736,16.80596614,16.81694815,770691000.0,0.0
2022-08-26,2022-08-26,16.2338829,17.89520969,16.21091913,17.82831787,769127000.0,0.0
2022-08-29,2022-08-29,15.77561951,16.31175666,15.74167467,15.99426856,496132000.0,0.0
2022-08-30,2022-08-30,15.44315529,16.01323728,15.15761442,15.93436465,530181000.0,0.0
2022-08-31,2022-08-31,15.0697546,15.5150383,14.93497122,15.35928874,573710000.0,0.0
2022-09-01,2022-09-01,13.91461182,14.35690002,13.24868347,14.18617423,1178865000.0,0.0
2022-09-02,2022-09-02,13.6250782,14.14823568,13.56916745,14.07735058,743157000.0,0.0
2022-09-06,2022-09-06,13.44337368,13.75686949,13.32955646,13.70894625,535751000.0,0.0
2022-09-07,2022-09-07,13.6960392,13.81987735,13.32852112,13.54523693,512657000.0,0.0
2022-09-08,2022-09-08,13.97167778,13.98965481,13.35149174,13.44137307,624873000.0,0.0
2022-09-09,2022-09-09,14.36815739,14.45504334,14.10749954,14.13845812,486612000.0,0.0
2022-09-12,2022-09-12,14.48600388,14.52794869,14.17940577,14.35018231,484159000.0,0.0
2022-09-13,2022-09-13,13.11380196,13.90376635,13.08184428,13.78392363,714956000.0,0.0
2022-09-14,2022-09-14,13.11080837,13.27259593,12.89608978,13.23664282,588507000.0,0.0
2022-09-15,2022-09-15,12.91206932,13.21567113,12.7732514,12.99795715,523625000.0,0.0
2022-09-16,2022-09-16,13.18071651,13.19469812,12.60047704,12.72531334,670751000.0,0.0
2022-09-19,2022-09-19,13.3644762,13.44537046,12.9929636,12.99496083,569685000.0,0.0
2022-09-20,2022-09-20,13.15874577,13.46534391,13.03990211,13.19769521,524818000.0,0.0
2022-09-21,2022-09-21,13.24363232,14.01262434,13.09283005,13.1956958,807679000.0,0.0
